AuthorityName,authority_id,Region,Sector,FOISA requests,FOISA closed - unclear,FOISA closed - withdrawn,FOISA fees notice,FOISA - fees paid,FOISA response on time,FOISA response late,FOISA - faliure to respond,FOISA refused - cost,FOISA - vexatious,FOISA - repeated,FOISA - full release,FOISA - none released,FOISA - some released,FOISA - none held ,FOISA - no confirm/deny,EIR requests,EIR closed - unclear ,EIR closed - withdrawn,EIRs fees notice,EIRs - fees paid,EIRs response on time,EIRs response late,EIRs - failure to respond,EIR timescale extended,EIRs refused - cost,EIRs - manifestly unreasonable,EIRs - full release,EIRs - none released ,EIRs - some released,EIRs - none held,EIRs - no confirm/deny,Subject Access Requests,FOISA reviews ,FOISA review - on time,FOISA review - late response,FOISA review - failure to respond,FOISA review - wholly/partially upheld,FOISA review - substituted decision,FOISA review - decision reached ,EIRs reviews,EIRs review - on time,EIRs review - late response ,EIRs review - failure to respond,EIR review - upheld,EIR review - not upheld,Otherwise accessible,Publication Scheme ,Disclosure prohibited: enactment ,Disclosure prohibited: EU obligation,Disclosure prohibited: Contempt of Court,Future publication: 12 weeks,Future publication: programme of research,Substantial prejudice to UK relations ,Formulation/development of government policy,Ministerial communications,Advice by Law Officers,Operation of Ministerial private office,Substantial prejudice to collective responsibility of Scottish Ministers,Substantial inhibition to free and frank provision of advice,Substantial inhibition to free and frank exchange of views,Substantial prejudice to effective conduct of public affairs,National security,Substantial prejudice to defence ,Substantial prejudice to international relations,Confidential information obtained from abroad,Trade secret,Substantial prejudice to commercial interests,Substantial prejudice to the economic interests of the UK,Substantial prejudice to the financial interests of a UK administration,Information held for the purposes of a criminal investigation,Information held for ongoing Fatal Accident Inquiry,Information held regarding cause of death,Information relating to the obtaining of information from confidential sources,Information held for purposes of civil proceedings arising out of investigations,Substantial prejudice to prevention or detection of crime,Substantial prejudice to apprehension or prosecution of offenders,Substantial prejudice to administration of justice,Substantial prejudice to assessment or collection of tax or duty,Substantial prejudice to operation of immigration controls,Substantial prejudice to maintenance of security and good order in prisons,Substantial prejudice to the exercise by a public authority for any of its functions,Substantial prejudice to civil proceedings brought by an authority,Confidentiality of communications,Actionable breach of confidence,Court records,Court records: inquiry or arbitration,Personal data of the applicant,Third party personal data ,Personal census information,Deceased person's health record,Endangerment to health or safety,Environmental information ,Substantial prejudice to audit function,Communications with the Royal Family and honours,Material in course of completion,Internal Communications,Substantial prejudice to international relations public safety etc.,Substantial prejudice to course of justice etc.,Substantial prejudice to intellectual property rights,Substantial prejudice to confidentiality of proceedings,Substantial prejudice to confidentiality of commercial or industrial information ,Substantial prejudice to the interests of a third party,Substantial prejudice to the protection of the environment,Neither confirm nor deny whether environmental information held,Personal data of the applicant,Third party personal data,Neither confirm or deny whether personal data held
Renfrewshire Council,155,Strathclyde,Local Government,1441,6,11,6,1,1374,55,0,16,0,0,992,104,195,128,0,42,0,0,0,0,42,0,0,0,1,0,38,0,2,1,0,79,28,28,0,0,22,3,3,0,0,0,0,0,0,52,0,1,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,50,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renfrewshire Licensing Board,156,Strathclyde,Local Government,10,0,0,0,0,10,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renfrewshire Valuation Joint Board and Assessor for Renfrewshire Valuation Joint Board,157,Strathclyde,Local Government,18,0,0,0,0,18,0,0,0,0,0,4,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Gordon University,159,Grampian,Educational Institutions,188,6,0,0,0,178,10,0,0,0,0,154,0,31,11,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Conservatoire of Scotland,161,Strathclyde,Educational Institutions,65,2,0,0,0,59,3,0,0,0,0,58,0,4,0,0,0,,,,,,,,0,,0,,0,,,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabhal Mor Ostaig,162,Highland and Islands,Educational Institutions,14,0,0,0,0,12,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Advisory Committee on Distinction Awards,163,National,National Health Service,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRUC,164,National,Educational Institutions,51,0,1,0,0,48,2,0,2,0,0,39,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Ambulance Service Board,166,National,National Health Service,153,2,2,0,0,134,19,0,0,0,0,120,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Borders Council and Licensing Board,167,Lothian and Borders,Local Government,903,26,8,0,0,820,68,0,19,0,0,459,75,247,73,1,308,4,3,0,0,303,9,1,0,2,1,150,17,115,22,0,56,19,21,0,0,21,0,0,9,9,0,0,3,6,61,0,1,0,0,8,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,83,0,0,0,262,0,0,1,2,0,0,0,0,9,0,0,0,2,47,0
Scottish Children's Reporter Administration,169,National,Others e.g. NDPBs,26,,,,,25,2,,1,2,1,3,2,8,3,,0,,,,,,1,,,,,,,,,,53,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Courts and Tribunals Service,170,National,Non Ministerial Officeholders,277,3,9,2,2,239,32,1,24,1,3,156,84,37,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,1,1,6,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Criminal Cases Review Commission,171,National,Others e.g. NDPBs,25,0,0,0,0,19,0,0,0,0,0,11,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Dental Practice Board,172,National,National Health Service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Enterprise,173,National,Others e.g. NDPBs,60,0,1,0,0,49,10,0,0,0,0,22,1,32,4,0,2,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Scottish Environment Protection Agency,174,National,Others e.g. NDPBs,38,0,1,0,0,37,1,0,1,0,0,16,1,19,2,0,426,16,4,6,0,408,9,0,0,0,0,79,33,268,37,0,12,4,3,1,0,1,3,0,9,7,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,417,0,0,6,5,4,24,3,3,23,2,0,0,2,142,2
Scottish Further and Higher Education Funding Council,176,National,Others e.g. NDPBs,41,1,0,0,0,26,14,1,0,0,0,20,0,6,5,0,0,,,,,,,,,,0,,,2,,,,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Information Commissioner,177,National,Others e.g. NDPBs,120,0,2,0,0,95,0,0,0,1,1,20,6,27,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,12,0,0,8,1,2,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Law Commission,178,National,Others e.g. NDPBs,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Legal Aid Board,179,National,Others e.g. NDPBs,106,1,0,0,0,102,5,1,9,0,0,62,11,25,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,13,14,1,0,9,6,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Ministers (including most Government Agencies and Non-Ministerial Officeholders),180,National,Ministers/Parliament,1695,12,8,,,1248,405,,69,24,7,646,205,389,355,1,387,4,1,,,322,61,,,,,166,29,121,50,0,31,158,120,38,0,90,19,24,23,20,3,0,9,10,0,0,0,0,0,51,1,7,19,6,3,2,3,54,46,30,6,0,0,0,3,45,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,19,104,0,0,1,4,0,0,7,15,0,1,1,0,14,5,0,0,1,59,0
Scottish Natural Heritage,181,National,Others e.g. NDPBs,28,1,1,0,0,21,0,0,0,0,0,14,0,5,3,0,84,5,0,0,0,96,1,0,4,0,1,27,0,52,18,0,1,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,56,0,0,2,0,0,0,0,0,1,2,9,0,9,42,0
Scottish Parliament,182,National,Ministers/Parliament,158,3,1,0,0,157,1,0,0,0,0,60,3,18,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Scottish Prison Service,184,National,Ministers/Parliament,610,6,18,0,0,549,35,6,9,24,4,304,41,117,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,4,0,45,21,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Public Services Ombudsman,186,National,Others e.g. NDPBs,79,0,1,0,0,73,2,0,0,0,0,6,52,5,4,3,12,0,0,0,0,11,1,0,0,0,0,0,11,0,0,1,60,5,5,0,0,5,0,0,0,0,0,0,0,0,7,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,12,0,3,0,0,0,0,1,0,0,0,0,10,0,0,0,0,5,2,0
Scottish Qualifications Authority,187,National,Others e.g. NDPBs,124,,1,,,122,2,,1,,,56,22,30,23,,0,,,,,,,,,,,,,,,,49,3,2,1,0,2,1,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,20,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Social Services Council,188,National,Others e.g. NDPBs,33,0,0,0,0,32,1,0,0,0,0,20,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Sports Council,189,National,Others e.g. NDPBs,31,1,2,0,0,26,1,0,2,0,0,8,1,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Water,190,National,Others e.g. NDPBs,123,1,1,4,0,121,4,0,2,0,0,95,0,0,2,0,379,2,3,0,0,364,15,0,6,5,9,264,0,4,30,0,13,2,2,0,0,2,0,0,2,2,0,0,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,8,0,0,0,0,3,2,0,0,0,0,1,0,0,113,0
Shetland Islands Council (including Licensing Board and Transport Partnership),191,Highland and Islands,Local Government,1045,8,4,0,0,933,65,3,3,0,2,855,6,72,47,0,16,0,0,0,0,10,4,0,0,0,0,12,0,0,1,0,22,9,2,1,1,1,0,1,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,2,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shetland Health Board,193,Highland and Islands,National Health Service,543,4,2,0,0,427,78,8,13,0,0,395,35,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Ayrshire Council and Licensing Board,194,Ayrshire,Local Government,982,7,12,2,0,888,57,0,26,4,3,712,109,0,39,1,318,1,3,0,0,287,21,0,0,0,0,253,17,0,0,0,59,3,3,0,0,3,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Lanarkshire College,196,Strathclyde,Educational Institutions,26,0,0,0,0,25,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Lanarkshire Council,197,Strathclyde,Local Government,1370,12,4,3,0,1239,131,1,72,6,27,671,252,401,373,12,266,0,0,12,,254,11,0,1,0,0,140,23,90,81,0,115,60,52,8,0,36,13,1,6,5,1,0,2,4,30,5,0,0,0,50,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,3,0,0,28,128,0,0,0,5,0,0,0,0,2,1,0,0,1,0,0,0,0,12,0
South Lanarkshire Licensing Board,198,Strathclyde,Local Government,5,1,0,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standards Commission for Scotland,200,National,Others e.g. NDPBs,8,0,0,0,0,6,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Hospitals Board For Scotland,201,National,National Health Service,42,1,0,0,0,29,4,3,0,0,0,23,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stirling Council and Licensing Board,202,Central,Local Government,1315,43,10,0,0,1061,186,5,43,0,2,799,230,215,257,4,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,44,28,11,16,2,21,3,3,0,0,0,0,0,0,91,0,2,0,0,2,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,28,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
Strathclyde Partnership for Transport,205,Strathclyde,Local Government,49,0,1,0,0,47,2,0,2,0,0,19,0,21,8,0,3,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,5,4,5,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tay Road Bridge Joint Board,207,Tayside,Local Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tayside Health Board,209,Tayside,National Health Service,677,5,10,0,0,529,135,0,43,0,0,312,12,276,17,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,16,8,5,0,7,3,3,0,0,0,0,0,0,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tayside Valuation Joint Board,210,Tayside,Local Government,5,1,,,,3,,,,,,4,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police Investigations and Review Commissioner,212,National,Others e.g. NDPBs,43,0,0,0,0,43,0,0,0,0,0,16,3,9,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Legal Complaints Commission,213,National,Others e.g. NDPBs,45,0,3,0,0,46,0,0,0,0,0,16,14,9,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Library of Scotland,215,National,Others e.g. NDPBs,18,,,,,9,,,,,,8,,7,1,,,0,,,,,,,,,,0,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of the Highlands and Islands,216,Highland and Islands,Educational Institutions,99,0,1,0,0,94,0,0,1,0,0,51,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Aberdeen,217,Grampian,Educational Institutions,95,0,0,0,0,71,22,2,0,0,0,58,2,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Abertay Dundee,218,Tayside,Educational Institutions,189,3,2,1,0,181,2,1,2,0,1,65,13,87,20,0,10,0,0,0,0,10,0,0,0,0,0,6,4,0,4,0,1,2,2,0,0,0,2,0,0,0,0,0,0,0,12,20,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Dundee,219,Tayside,Educational Institutions,350,7,4,1,,335,9,,10,,7,131,13,150,36,,0,,,,,,,,,,,,,,,,28,3,1,0,0,3,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,57,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Edinburgh,220,Lothian and Borders,Educational Institutions,499,1,7,4,1,330,54,0,60,0,5,,9,,26,2,12,0,0,0,0,9,0,0,0,1,1,,0,,0,0,44,18,17,2,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Glasgow,221,Strathclyde,Educational Institutions,467,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of the West of Scotland,222,Strathclyde,Educational Institutions,210,1,1,0,0,164,26,0,7,0,0,138,6,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
