AuthorityName,authority_id,Region,Sector,FOISA requests,FOISA closed - unclear,FOISA closed - withdrawn,FOISA fees notice,FOISA - fees paid,FOISA response on time,FOISA response late,FOISA - faliure to respond,FOISA refused - cost,FOISA - vexatious,FOISA - repeated,FOISA - full release,FOISA - none released,FOISA - some released,FOISA - none held ,FOISA - no confirm/deny,EIR requests,EIR closed - unclear ,EIR closed - withdrawn,EIRs fees notice,EIRs - fees paid,EIRs response on time,EIRs response late,EIRs - failure to respond,EIR timescale extended,EIRs refused - cost,EIRs - manifestly unreasonable,EIRs - full release,EIRs - none released ,EIRs - some released,EIRs - none held,EIRs - no confirm/deny,Subject Access Requests,FOISA reviews ,FOISA review - on time,FOISA review - late response,FOISA review - failure to respond,FOISA review - wholly/partially upheld,FOISA review - substituted decision,FOISA review - decision reached ,EIRs reviews,EIRs review - on time,EIRs review - late response ,EIRs review - failure to respond,EIR review - upheld,EIR review - not upheld,Otherwise accessible,Publication Scheme ,Disclosure prohibited: enactment ,Disclosure prohibited: EU obligation,Disclosure prohibited: Contempt of Court,Future publication: 12 weeks,Future publication: programme of research,Substantial prejudice to UK relations ,Formulation/development of government policy,Ministerial communications,Advice by Law Officers,Operation of Ministerial private office,Substantial prejudice to collective responsibility of Scottish Ministers,Substantial inhibition to free and frank provision of advice,Substantial inhibition to free and frank exchange of views,Substantial prejudice to effective conduct of public affairs,National security,Substantial prejudice to defence ,Substantial prejudice to international relations,Confidential information obtained from abroad,Trade secret,Substantial prejudice to commercial interests,Substantial prejudice to the economic interests of the UK,Substantial prejudice to the financial interests of a UK administration,Information held for the purposes of a criminal investigation,Information held for ongoing Fatal Accident Inquiry,Information held regarding cause of death,Information relating to the obtaining of information from confidential sources,Information held for purposes of civil proceedings arising out of investigations,Substantial prejudice to prevention or detection of crime,Substantial prejudice to apprehension or prosecution of offenders,Substantial prejudice to administration of justice,Substantial prejudice to assessment or collection of tax or duty,Substantial prejudice to operation of immigration controls,Substantial prejudice to maintenance of security and good order in prisons,Substantial prejudice to the exercise by a public authority for any of its functions,Substantial prejudice to civil proceedings brought by an authority,Confidentiality of communications,Actionable breach of confidence,Court records,Court records: inquiry or arbitration,Personal data of the applicant,Third party personal data ,Personal census information,Deceased person's health record,Endangerment to health or safety,Environmental information ,Substantial prejudice to audit function,Communications with the Royal Family and honours,Material in course of completion,Internal Communications,Substantial prejudice to international relations public safety etc.,Substantial prejudice to course of justice etc.,Substantial prejudice to intellectual property rights,Substantial prejudice to confidentiality of proceedings,Substantial prejudice to confidentiality of commercial or industrial information ,Substantial prejudice to the interests of a third party,Substantial prejudice to the protection of the environment,Neither confirm nor deny whether environmental information held,Personal data of the applicant,Third party personal data,Neither confirm or deny whether personal data held
Queen's Printer for Scotland,150,National,Non Ministerial Officeholders,11,0,0,0,0,7,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen Margaret University Edinburgh,151,Lothian and Borders,Educational Institutions,1429,35,9,1,0,1108,261,4,10,0,3,1016,15,244,76,0,2,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,17,5,3,0,0,2,1,1,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renfrewshire Council,155,Strathclyde,Local Government,8864,26,33,29,1,8514,434,3,91,6,8,6348,775,1295,660,2,248,3,0,0,0,238,10,0,0,1,0,158,21,40,22,7,628,168,166,2,0,101,44,19,1,1,0,0,1,0,365,0,7,0,1,22,0,0,0,0,0,0,7,2,3,10,1,0,0,0,12,72,0,3,1,0,0,0,0,14,0,0,0,0,0,1,1,13,2,0,0,16,235,0,0,3,38,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Renfrewshire Licensing Board,156,Strathclyde,Local Government,30,0,0,0,0,30,0,0,0,0,0,22,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renfrewshire Valuation Joint Board and Assessor for Renfrewshire Valuation Joint Board,157,Strathclyde,Local Government,85,3,0,0,0,88,0,0,0,0,1,45,20,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Gordon University,159,Grampian,Educational Institutions,1561,27,13,4,2,1433,54,0,12,0,2,1078,74,330,126,2,31,1,0,0,0,30,0,0,3,1,0,22,1,2,4,0,15,7,7,0,0,5,2,0,0,0,0,0,0,0,39,0,14,0,0,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,14,0,0,4,123,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Royal Conservatoire of Scotland,161,Strathclyde,Educational Institutions,441,19,3,0,0,426,10,0,1,0,0,396,2,33,10,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,61,6,6,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabhal Mor Ostaig,162,Highland and Islands,Educational Institutions,118,0,1,0,0,102,14,0,0,0,0,111,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Advisory Committee on Distinction Awards,163,National,National Health Service,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRUC,164,National,Educational Institutions,342,3,6,0,0,304,26,4,8,0,0,274,7,31,9,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,23,2,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Ambulance Service Board,166,National,National Health Service,1509,32,20,0,0,921,362,57,2,0,0,1080,1,61,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,26,18,8,0,17,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Borders Council and Licensing Board,167,Lothian and Borders,Local Government,6125,155,57,0,0,5208,849,12,132,4,9,3588,442,1629,589,7,2036,32,19,0,0,1913,111,4,10,38,1,1070,104,743,140,0,335,143,119,29,2,79,49,2,85,69,12,0,37,47,311,6,35,0,0,20,0,0,0,0,0,0,0,3,7,24,0,0,0,0,2,87,5,0,1,0,0,0,0,4,1,2,0,0,0,0,0,4,26,0,0,16,358,0,0,44,670,0,0,6,5,1,1,1,2,51,2,3,0,13,351,1
Scottish Children's Reporter Administration,169,National,Others e.g. NDPBs,181,1,1,5,0,153,9,0,6,3,1,81,15,26,28,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,369,8,8,0,0,8,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,6,2,20,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Courts and Tribunals Service,170,National,Non Ministerial Officeholders,1832,34,33,3,2,1499,258,6,196,13,5,857,514,324,336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,77,70,13,3,73,4,4,0,0,0,0,0,0,65,0,1,0,1,17,0,0,5,0,0,0,7,5,6,8,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,6,7,166,1,43,86,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Criminal Cases Review Commission,171,National,Others e.g. NDPBs,191,5,0,1,0,129,0,0,0,1,1,90,26,52,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,26,22,0,0,20,2,0,0,0,0,0,0,0,5,0,24,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Dental Practice Board,172,National,National Health Service,9,0,1,0,0,8,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Enterprise,173,National,Others e.g. NDPBs,526,3,15,0,0,451,60,0,1,1,0,226,7,204,67,1,6,0,0,0,0,4,2,0,3,0,0,1,1,4,0,0,14,43,31,12,0,35,6,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,15,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,68,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
Scottish Environment Protection Agency,174,National,Others e.g. NDPBs,284,8,2,0,0,267,6,0,1,0,0,91,15,133,31,0,3294,134,52,42,11,3000,185,48,19,6,3,706,158,1990,421,5,105,11,7,5,0,4,5,2,153,111,42,2,69,75,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,1,0,0,0,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,32,0,0,0,2617,0,0,54,54,31,146,16,26,136,45,3,4,32,1043,12
Scottish Further and Higher Education Funding Council,176,National,Others e.g. NDPBs,363,8,5,0,0,226,82,3,0,0,0,161,10,76,58,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,13,28,16,7,0,9,1,4,0,0,0,0,0,0,20,0,0,0,0,4,1,0,0,0,0,0,1,7,11,12,0,0,1,1,3,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,6,34,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Scottish Information Commissioner,177,National,Others e.g. NDPBs,807,4,38,0,0,784,0,0,0,1,4,136,43,105,464,4,12,1,0,0,0,15,0,0,0,0,0,1,3,5,6,1,82,31,33,1,0,27,1,2,2,1,0,0,0,0,36,0,0,0,0,2,0,0,0,0,0,0,0,5,6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,20,48,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,3,4,0
Scottish Law Commission,178,National,Others e.g. NDPBs,46,0,0,0,0,42,3,0,0,0,0,30,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Legal Aid Board,179,National,Others e.g. NDPBs,700,10,8,6,0,649,40,2,29,0,1,409,52,132,68,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,148,40,39,1,0,31,9,1,0,0,0,0,0,0,30,0,43,2,0,0,0,0,0,0,0,0,1,0,3,6,0,0,0,0,0,5,0,0,6,0,0,1,1,3,1,1,0,0,0,2,0,3,3,1,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Ministers (including most Government Agencies and Non-Ministerial Officeholders),180,National,Ministers/Parliament,14909,71,123,,,11947,2154,352,808,146,69,5470,2400,3542,2698,23,3175,11,39,,,2678,328,113,,14,12,1339,391,954,439,1,371,1308,988,287,15,814,102,131,234,180,49,5,130,49,62,0,1,0,0,296,5,91,280,65,25,8,22,462,422,283,11,2,1,0,6,387,5,30,1,0,0,8,0,2,0,0,0,0,0,0,0,132,51,0,0,95,1300,2,48,34,28,1,11,111,148,1,16,2,13,89,59,5,0,10,273,17
Scottish Natural Heritage,181,National,Others e.g. NDPBs,201,3,3,0,0,179,5,0,0,2,1,103,1,55,18,0,795,7,6,0,0,724,44,2,91,4,5,219,19,455,75,0,11,9,10,1,0,6,1,0,34,31,6,0,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,25,672,0,0,23,15,3,13,1,2,18,36,61,0,48,359,0
Scottish Parliament,182,National,Ministers/Parliament,1066,6,23,0,0,1059,3,0,4,0,0,321,32,143,529,0,10,0,0,0,0,10,0,0,0,0,0,5,0,2,0,0,43,33,31,0,0,31,3,2,2,2,0,0,3,0,72,0,0,0,0,9,0,0,0,0,0,0,0,16,11,14,0,0,0,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,1,17,89,4,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Scottish Prison Service,184,National,Ministers/Parliament,3813,40,53,7,0,3287,400,19,99,139,54,1960,279,785,218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,271,20,12,177,64,24,0,0,0,0,0,0,54,0,0,0,0,4,0,0,7,0,0,0,1,2,0,4,0,0,0,0,0,6,0,0,1,3,0,0,0,1,0,1,0,0,11,0,0,3,0,0,0,31,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Public Services Ombudsman,186,National,Others e.g. NDPBs,750,9,10,0,0,725,17,0,6,0,5,76,436,88,70,6,81,0,0,0,0,80,4,0,0,1,0,1,68,3,8,1,599,57,56,0,0,48,2,0,4,4,0,0,4,0,89,5,410,6,0,4,2,0,0,0,0,0,0,0,0,8,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,264,68,0,6,0,3,0,0,1,0,0,0,0,68,0,0,0,0,34,4,0
Scottish Qualifications Authority,187,National,Others e.g. NDPBs,1264,3,10,0,0,1230,29,0,16,1,1,480,414,316,213,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1263,37,34,3,0,28,8,1,0,0,0,0,0,0,176,0,0,0,0,73,0,0,0,0,0,0,0,2,1,15,0,0,0,0,0,9,0,0,1,0,0,0,0,5,0,0,0,0,0,4,0,7,11,0,0,208,166,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Social Services Council,188,National,Others e.g. NDPBs,355,2,5,0,0,333,5,0,8,72,0,176,97,46,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,11,11,0,0,10,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Sports Council,189,National,Others e.g. NDPBs,227,1,4,0,0,213,8,0,12,1,0,67,4,115,28,0,3,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,12,6,6,0,0,6,0,0,0,0,0,0,0,0,27,2,0,0,0,4,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Scottish Water,190,National,Others e.g. NDPBs,658,4,6,5,1,626,33,1,5,0,0,509,70,35,75,0,2830,7,31,6,0,2595,211,0,43,14,13,2226,212,225,168,3,25,35,34,1,0,26,6,1,77,73,4,0,48,25,88,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,6,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,8,36,1,0,7,16,0,0,10,1,8,13,2,0,4,1,3,0,99,777,10
Shetland Islands Council (including Licensing Board and Transport Partnership),191,Highland and Islands,Local Government,6803,42,42,1,0,6039,537,20,8,1,12,5797,36,403,265,0,122,1,0,0,0,112,21,2,0,0,0,122,0,1,4,0,149,32,11,6,5,9,0,4,7,3,0,0,2,1,52,0,6,0,0,8,0,0,0,0,0,0,1,8,7,13,1,0,0,0,1,7,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,10,39,2,0,13,58,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shetland Health Board,193,Highland and Islands,National Health Service,3346,12,17,0,0,2899,387,21,57,0,0,2750,97,304,71,2,4,0,0,0,0,7,0,0,0,0,0,5,0,0,3,2,28,30,23,2,2,20,3,1,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,17,141,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Ayrshire Council and Licensing Board,194,Ayrshire,Local Government,6498,86,42,12,0,5753,693,0,92,4,7,4938,841,209,269,5,2305,16,22,4,0,2077,155,0,2,0,0,1781,166,87,2,0,534,16,16,0,1,13,2,0,2,2,0,0,2,0,222,0,2,0,0,7,0,0,0,0,0,0,26,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,7,1,1,0,64,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Lanarkshire College,196,Strathclyde,Educational Institutions,187,1,2,0,0,172,10,0,0,0,0,140,1,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
South Lanarkshire Council,197,Strathclyde,Local Government,9288,88,36,22,0,8531,752,28,348,19,120,4931,1777,2198,2105,103,1749,2,0,84,0,1624,124,9,1,8,1,832,188,632,495,9,976,250,197,53,0,150,51,21,75,64,11,0,23,49,230,48,3,1,2,169,1,0,0,0,0,0,0,9,9,31,2,1,0,4,4,46,1,1,3,1,3,1,1,28,1,0,1,0,0,3,2,67,31,1,1,220,587,0,0,2,311,0,0,2,12,3,6,1,3,17,1,3,0,3,135,1
South Lanarkshire Licensing Board,198,Strathclyde,Local Government,44,1,0,0,0,39,1,1,0,0,0,21,3,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standards Commission for Scotland,200,National,Others e.g. NDPBs,56,1,0,0,0,52,1,0,0,0,0,34,4,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Hospitals Board For Scotland,201,National,National Health Service,393,1,5,0,0,316,30,15,1,0,0,258,10,51,69,0,5,0,0,0,0,4,0,0,1,0,0,4,0,0,0,0,65,10,8,1,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,4,0,0,1,26,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stirling Council and Licensing Board,202,Central,Local Government,8444,232,53,0,0,7080,1152,42,229,0,14,5359,1359,1446,1517,12,0,0,0,0,0,0,0,0,1,2,0,6,1,0,1,0,493,193,102,64,15,87,50,28,0,0,0,0,0,0,561,0,7,0,0,15,0,1,1,0,0,0,1,6,3,42,3,0,0,4,0,44,0,1,23,1,0,0,0,5,0,1,0,2,0,2,0,27,6,0,1,11,220,0,1,4,16,4,0,0,8,1,3,0,8,5,6,0,0,5,13,0
Strathclyde Partnership for Transport,205,Strathclyde,Local Government,301,7,1,0,0,301,8,0,4,0,0,137,15,117,32,0,13,0,0,0,0,9,3,0,0,0,0,4,0,9,3,0,39,14,15,0,0,14,0,1,0,0,0,0,0,0,17,0,0,0,1,4,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,8,46,0,0,8,7,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0
Tay Road Bridge Joint Board,207,Tayside,Local Government,6,0,0,0,0,6,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tayside Health Board,209,Tayside,National Health Service,4544,49,47,1,0,3528,923,100,236,0,3,2073,52,1648,314,12,61,0,0,0,0,40,17,3,6,0,0,33,0,10,0,0,9,96,62,25,5,58,15,20,3,3,3,3,1,2,185,0,0,0,1,16,0,0,0,0,0,0,6,0,0,2,0,0,0,0,27,25,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,4,29,0,0,264,628,0,3,14,0,0,0,0,0,0,0,0,1,3,2,0,0,3,5,0
Tayside Valuation Joint Board,210,Tayside,Local Government,10,1,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police Investigations and Review Commissioner,212,National,Others e.g. NDPBs,403,0,3,0,0,395,3,0,1,0,0,189,43,61,99,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,28,28,0,0,25,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4,3,14,0,0,0,0,0,0,0,0,9,5,2,0,0,20,4,0,0,0,0,6,0,0,1,0,0,21,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Legal Complaints Commission,213,National,Others e.g. NDPBs,286,2,14,0,0,287,1,0,4,2,2,105,67,69,25,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,149,14,14,0,0,13,1,1,0,0,0,0,0,0,33,5,58,0,0,2,0,0,1,0,0,0,0,1,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Library of Scotland,215,National,Others e.g. NDPBs,133,2,1,1,1,111,5,0,2,0,0,87,1,33,8,0,6,0,0,0,0,6,0,0,1,1,1,5,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of the Highlands and Islands,216,Highland and Islands,Educational Institutions,793,6,5,0,0,772,4,0,2,3,0,427,104,182,45,1,2,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,14,3,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
University of Aberdeen,217,Grampian,Educational Institutions,1864,40,19,0,0,1505,198,135,35,3,0,865,59,508,187,2,6,0,0,0,0,8,0,0,0,0,1,2,0,3,2,0,96,31,28,2,0,13,11,2,2,3,1,0,1,2,81,0,0,0,0,2,1,0,0,0,0,0,0,1,4,10,0,0,0,0,2,33,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,3,9,2,0,8,107,1,1,7,8,0,0,0,1,0,2,1,0,2,0,0,0,0,2,0
University of Abertay Dundee,218,Tayside,Educational Institutions,1415,14,8,9,5,1332,36,1,45,1,8,459,112,612,223,2,61,4,0,0,0,56,4,0,1,0,0,21,10,21,14,0,29,12,11,0,0,4,7,0,0,0,0,0,0,0,51,66,0,0,0,5,0,0,0,0,0,0,0,0,2,5,1,1,0,0,0,55,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,187,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
University of Dundee,219,Tayside,Educational Institutions,2444,32,31,1,0,2347,99,2,33,0,31,1184,69,937,206,12,5,0,0,0,0,6,1,0,0,0,0,5,0,1,1,0,181,25,19,2,0,15,6,2,0,0,0,0,0,0,105,0,0,0,0,1,0,0,0,0,0,0,0,0,11,53,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,3,348,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
